"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"vwqf5gd","3804","5","Ayunda Risu","Hololive ID","0","Tue, 14 Nov 2023 08:54:11 GMT","1699952051269","18","","","","No","No","bignumber","","62","0","0","353718806025207808","353718806025207808","1094118704247209987","11","F","S","S","S","F","F","D","",""
"vwqf5rw","7014","1","Poki","The Legend of Korra","1","Tue, 14 Nov 2023 08:22:43 GMT","1699950163594","13","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","6","F","S","S","S","A","F","D","",""
"vwq9jk7","59172","1","Farrah","Chain Chronicle: The Light of Haecceitas","1","Tue, 14 Nov 2023 07:46:55 GMT","1699948015095","3","","","","No","No","hot","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwqg9sj","4325","2","Ursa","Avatar: The Last Airbender","2","Tue, 14 Nov 2023 07:16:47 GMT","1699946207447","45","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","24","F","S","S","S","A","F","D","",""
"vwq9mnk","16914","2","Shiro","Yakuza 3","2","Tue, 14 Nov 2023 06:46:37 GMT","1699944397601","14","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vwqbztq","87","6","Rikka Takarada","SSSS.Gridman","0","Mon, 13 Nov 2023 20:09:40 GMT","1699906180901","21","","","","No","No","lownumber","","83","0","0","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vwqbq46","59194","1","Chiffon","Magical Meow Meow Taruto","2","Mon, 13 Nov 2023 19:39:21 GMT","1699904361505","9","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vwq55bh","59321","1","Isabelle","The Ancient Magus' Bride","1","Mon, 13 Nov 2023 19:07:27 GMT","1699902447444","3","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"vwqk70f","59112","1","Misa Nishimori","Charlotte","4","Mon, 13 Nov 2023 18:37:15 GMT","1699900635410","78","","","","No","No","burn","","1","0","4","353718806025207808","353718806025207808","1094118704247209987","44","F","S","S","S","A","F","D","",""
"vwq23cl","58890","1","Junpei Shiroyama","Dimension High School","2","Mon, 13 Nov 2023 17:08:10 GMT","1699895290243","4","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwq2vrv","27594","2","Chiyo Shimada","Girls und Panzer der Film","2","Mon, 13 Nov 2023 16:31:48 GMT","1699893108739","22","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","A","F","D","",""
"vwq2lfs","58521","1","Marle","Chrono Trigger","2","Mon, 13 Nov 2023 15:49:47 GMT","1699890587369","3","","","","No","No","burn","","2","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","C","F","D","",""
"vwqhzwd","65","6","Koga Oogami","Ensemble Stars!","2","Mon, 13 Nov 2023 15:17:49 GMT","1699888669820","87","","","","No","No","lownumber","","45","0","2","353718806025207808","353718806025207808","1094118704247209987","49","F","S","S","S","A","F","D","",""
"vwqh4mq","59139","1","Kaoruko Nijouin","Pastel Memories","3","Mon, 13 Nov 2023 14:45:55 GMT","1699886755476","12","","","","No","No","burn","","0","0","3","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","B","F","D","",""
"vwqqq9q","35159","2","Takumi Ichinose","Nana","2","Mon, 13 Nov 2023 13:41:22 GMT","1699882882927","22","","","","No","No","burn","","6","0","2","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","S","F","D","",""
"vwqvr20","296","5","Beezel Chrome","Farming Life in Another World","0","Mon, 13 Nov 2023 12:06:01 GMT","1699877161178","10","","","","No","No","lownumber","","0","0","0","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","A","F","D","",""
"vwqvdhr","51230","1","Brian Battler","The King of Fighters '94","2","Mon, 13 Nov 2023 10:37:07 GMT","1699871827766","3","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","B","F","D","",""
"vwqm2kj","2023","5","Haruhisa Shimazu","Orient","1","Mon, 13 Nov 2023 09:57:05 GMT","1699869425287","19","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","B","F","D","",""
"vw0ct9d","3223","5","Frederica Nikola Tesla","Honkai Impact 3rd","2","Mon, 13 Nov 2023 09:12:28 GMT","1699866748258","62","","","","No","No","game","","7","0","2","353718806025207808","353718806025207808","1094118704247209987","36","F","S","S","S","S","F","D","",""
"vwqmhr2","4369","2","Shibuya Hajime","Nijisanji","2","Mon, 13 Nov 2023 08:20:37 GMT","1699863637238","36","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","B","F","D","",""
"vw06qr6","31093","1","Edel","Elsword","2","Mon, 13 Nov 2023 07:49:05 GMT","1699861745327","7","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vw0xx8q","21741","2","Ragar Kertia","Noblesse","2","Mon, 13 Nov 2023 07:01:32 GMT","1699858892449","20","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vw0687r","33023","2","Elisabeth Blanctorche","The King of Fighters XI","1","Mon, 13 Nov 2023 06:31:19 GMT","1699857079421","8","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vw0stdd","59087","1","Atom Heart Father","JoJo's Bizarre Adventure: Diamond Is Unbreakable","1","Mon, 13 Nov 2023 04:46:26 GMT","1699850786880","8","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","S","F","D","",""
"vw0smbj","24316","2","Politis","Epic Seven","3","Mon, 13 Nov 2023 04:14:42 GMT","1699848882902","56","","","","No","No","burn","","2","0","3","353718806025207808","353718806025207808","1094118704247209987","29","F","S","S","S","A","F","D","",""
"vw0sgtv","19822","3","Whisky","Food Fantasy","0","Mon, 13 Nov 2023 03:44:34 GMT","1699847074739","9","","","","No","No","pidge","","11","0","0","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","S","F","D","",""
"vw077cm","3584","5","Hari","My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!","2","Mon, 13 Nov 2023 01:25:48 GMT","1699838748490","24","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","A","F","D","",""
"vw07k2m","20013","2","Chicken Strip Soup","Food Fantasy","3","Mon, 13 Nov 2023 00:55:59 GMT","1699836959777","76","","","","No","No","hot","","10","0","3","353718806025207808","353718806025207808","1094118704247209987","38","F","S","S","S","F","F","D","",""
"vw04qw2","59444","1","Squishy","Pokémon XY & Z","2","Sun, 12 Nov 2023 14:21:30 GMT","1699798890803","16","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","B","F","D","",""
"vw0zf8r","59261","1","Thailand","Hetalia: The Beautiful World","2","Sun, 12 Nov 2023 13:44:56 GMT","1699796696343","5","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vw0nz35","58991","1","Natsuo Fujii","Domestic Girlfriend","3","Sun, 12 Nov 2023 13:10:57 GMT","1699794657064","24","","","","No","No","anime","","6","0","3","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","A","F","D","",""
"vw0np5p","59227","1","Akane Sakurai","Girl Friend BETA","2","Sun, 12 Nov 2023 12:40:08 GMT","1699792808750","6","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","S","F","D","",""
"vw0j6tc","21493","2","Chrono Harlaown","Magical Girl Lyrical Nanoha","3","Sun, 12 Nov 2023 12:09:53 GMT","1699790993300","31","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","S","F","D","",""
"vw058sk","19654","3","Gobta","That Time I Got Reincarnated as a Slime","3","Sun, 12 Nov 2023 07:57:32 GMT","1699775852147","86","","","","No","No","burn","","20","0","3","353718806025207808","353718806025207808","1094118704247209987","48","F","S","S","S","A","F","D","",""
"vw0k2r7","16877","2","Mika Yamaka","Haikyuu!!: Riku vs. Kuu","2","Sun, 12 Nov 2023 07:25:27 GMT","1699773927606","36","","","","No","No","pidge","","2","0","2","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","A","F","D","",""
"vw05js1","34900","2","Bardock","Dragon Ball Z","3","Sun, 12 Nov 2023 06:55:20 GMT","1699772120243","118","","","","No","No","bignumber","","60","0","3","353718806025207808","353718806025207808","1094118704247209987","59","F","S","S","S","F","F","D","",""
"vw0k0r8","59142","1","Naomi Saeki","Fate/Grand Order x Himuro no Tenchi: 7-nin no Saikyou Ijin-hen","2","Sun, 12 Nov 2023 05:21:00 GMT","1699766460641","7","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vw024n7","14003","3","Haruka","Senran Kagura: Portrait of Girls","2","Sun, 12 Nov 2023 04:44:13 GMT","1699764253213","58","","","","No","No","hot","","52","0","2","353718806025207808","353718806025207808","1094118704247209987","34","F","S","S","S","S","F","D","",""
"vw02fm5","29578","1","Inagi Hotomi","Genshin Impact","2","Sun, 12 Nov 2023 04:05:24 GMT","1699761924104","28","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","15","F","S","S","S","A","F","D","",""
"vw02z52","13311","1","Aranaga","Genshin Impact","3","Sun, 12 Nov 2023 03:34:44 GMT","1699760084175","56","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","30","F","S","S","S","A","F","D","",""
"vw0h3kw","1323","1","Mika Itou","Bible Black","2","Sun, 12 Nov 2023 03:01:52 GMT","1699758112249","18","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vw0h58h","59290","1","Miou Suguri","Anonymous Noise","2","Sun, 12 Nov 2023 02:34:25 GMT","1699756465148","4","","","","No","No","burn","","1","0","2","364897172560281600","353718806025207808","1094118704247209987","1","F","S","S","F","F","F","D","",""
"vw0hs5q","58883","1","Abyss","Zegapain","2","Sun, 12 Nov 2023 02:23:44 GMT","1699755824443","3","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"vw0hmwz","59312","1","Yolda","Beelzebub","2","Sun, 12 Nov 2023 02:04:12 GMT","1699754652856","7","","","","No","No","burn","","1","0","2","364897172560281600","353718806025207808","1094118704247209987","4","F","S","S","F","D","F","D","",""
"vw0qc5s","4806","3","Roxilius","In the Land of Leadale","1","Sun, 12 Nov 2023 01:45:42 GMT","1699753542172","14","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vw0q2nl","59344","1","Go Gakuujin","Giant Robo","2","Sun, 12 Nov 2023 01:33:17 GMT","1699752797297","1","","","","No","No","burn","","0","0","2","364897172560281600","353718806025207808","1094118704247209987","0","F","S","S","F","D","F","D","",""
"vw0qmvd","10496","2","Kei Shinomiya","Tomodachi Game","2","Sun, 12 Nov 2023 01:14:48 GMT","1699751688696","33","","","","No","No","burn","","11","0","2","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","S","F","D","",""
"vw0v303","59399","1","Flapper","One Piece","0","Sun, 12 Nov 2023 00:32:30 GMT","1699749150668","3","","","","No","No","anime","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwvtvzr","12063","1","Meole","Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs","1","Sat, 11 Nov 2023 14:47:12 GMT","1699714032830","3","","","","No","No","burn","","0","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwv8rlk","16541","2","Izumi","Yakuza 3","3","Sat, 11 Nov 2023 13:55:06 GMT","1699710906350","33","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","S","F","D","",""
"vwv8zpp","11725","1","Tsukasa's Mother","Romantic Killer","0","Sat, 11 Nov 2023 13:24:00 GMT","1699709040394","2","","","","No","No","anime","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"vwv8kgl","58910","1","Instruction","Glamorous Heroes","2","Sat, 11 Nov 2023 12:47:29 GMT","1699706849734","11","","","","No","No","hot","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","6","F","S","S","S","A","F","D","",""
"vwvldhn","59258","1","Seven","No Guns Life","0","Sat, 11 Nov 2023 12:11:41 GMT","1699704701372","1","","","","No","No","burn","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","B","F","D","",""
"vwvlnh1","59510","1","Tatara","Tokyo Ghoul","3","Sat, 11 Nov 2023 11:39:27 GMT","1699702767299","41","","","","No","No","burn","","4","0","3","353718806025207808","353718806025207808","1094118704247209987","23","F","S","S","S","A","F","D","",""
"vwvl25r","7103","2","Ginyumon","Digimon Ghost Game","1","Sat, 11 Nov 2023 11:05:24 GMT","1699700724019","8","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vwvf1qt","2203","2","Takano","The Dangers in My Heart","3","Sat, 11 Nov 2023 10:29:48 GMT","1699698588653","51","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","29","F","S","S","S","S","F","D","",""
"vwvgt3b","54586","1","Toon Briefcase","Yu-Gi-Oh! GX","2","Sat, 11 Nov 2023 09:59:31 GMT","1699696771884","4","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwvgb89","48509","1","Yuri Yanagi","Utsuro no Hako to Zero no Maria","1","Sat, 11 Nov 2023 09:19:11 GMT","1699694351925","4","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwv9btn","59109","1","Izuru Hitachi","Majestic Prince","2","Sat, 11 Nov 2023 08:45:44 GMT","1699692344157","2","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","B","F","D","",""
"vwvgr3v","59214","1","Kazuma Ikeda","His and Her Circumstances","1","Sat, 11 Nov 2023 07:37:21 GMT","1699688241197","1","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","S","F","D","",""
"vwvrz9r","59251","1","Ruri Miyamoto","Nisekoi","2","Sat, 11 Nov 2023 05:48:33 GMT","1699681713686","12","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","B","F","D","",""
"vwv4w3l","13890","3","Leopard","Doraemon: Nobita and the Haunts of Evil","0","Sat, 11 Nov 2023 03:34:29 GMT","1699673669366","4","","","","No","No","burn","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwvpgrw","17366","2","Monika","Doki Doki Literature Club!","3","Sat, 11 Nov 2023 03:02:32 GMT","1699671752604","168","","","","No","No","game","","529","0","3","353718806025207808","353718806025207808","1094118704247209987","91","F","S","S","S","S","F","D","",""
"vwv5k8g","7915","4","Ryouma Ichijou","Love Stage!!","0","Fri, 10 Nov 2023 19:18:51 GMT","1699643931311","8","","","","No","No","burn","","9","0","0","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","B","F","D","",""
"vwvk7tx","310","6","Miki Okudera","your name.","3","Fri, 10 Nov 2023 18:48:27 GMT","1699642107486","168","","","","No","No","lownumber","","10","0","3","353718806025207808","353718806025207808","1094118704247209987","93","F","S","S","S","A","F","D","",""
"vwvwd10","34698","2","Shiro Nishi","Whisper of the Heart","3","Fri, 10 Nov 2023 18:17:36 GMT","1699640256620","30","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","18","F","S","S","S","A","F","D","",""
"vwvhxmn","59342","1","Fuuran","Night Raid 1931 Picture Drama","0","Fri, 10 Nov 2023 17:38:42 GMT","1699637922223","1","","","","No","No","burn","","0","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"vwv2f4b","59104","1","Yu Ang","Quanzhi Fashi","2","Fri, 10 Nov 2023 17:08:00 GMT","1699636080092","2","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwvwhvz","14031","3","Noa","Granblue Fantasy the Animation Season 2","2","Fri, 10 Nov 2023 16:32:44 GMT","1699633964253","28","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","15","F","S","S","S","A","F","D","",""
"vwvq12s","15414","1","Lim Tae-Gyu","Solo Leveling","2","Fri, 10 Nov 2023 15:58:11 GMT","1699631891471","17","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vwvqdn5","59269","1","Rumi's Grandmother","Yamishibai: Japanese Ghost Stories 3rd Season","4","Fri, 10 Nov 2023 15:18:36 GMT","1699629516857","3","","","","No","No","burn","","0","0","4","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"vwvhgls","18448","1","Titi","Epic Seven","3","Fri, 10 Nov 2023 14:45:37 GMT","1699627537725","28","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","15","F","S","S","S","A","F","D","",""
"vwvqvg2","40741","1","Chitose Manazuru","Fate/Requiem","1","Fri, 10 Nov 2023 14:10:28 GMT","1699625428762","9","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"vwv0f5q","58770","1","Poliwrath","Pokémon","2","Fri, 10 Nov 2023 13:30:47 GMT","1699623047223","16","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vwvvh4r","9679","4","Saeko Nogami","City Hunter","2","Fri, 10 Nov 2023 12:56:20 GMT","1699620980705","25","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","A","F","D","",""
"vwv0mr1","8232","2","Red","Ousama Ranking","2","Fri, 10 Nov 2023 12:17:58 GMT","1699618678438","20","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vwvm719","29","6","Ume Kurumizawa","Kimi ni Todoke - From Me to You","2","Fri, 10 Nov 2023 11:47:49 GMT","1699616869431","85","","","","No","No","lownumber","","6","0","2","353718806025207808","353718806025207808","1094118704247209987","51","F","S","S","S","A","F","B","",""
"vwmcrqw","8506","4","Yuri Lowell","Tales of Vesperia ~The First Strike~","1","Fri, 10 Nov 2023 11:00:10 GMT","1699614010881","19","","","","No","No","burn","","18","0","1","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vwmcthc","8976","4","Anna Schneider","takt op.Destiny","2","Fri, 10 Nov 2023 10:30:03 GMT","1699612203222","57","","","","No","No","burn","","32","0","2","353718806025207808","353718806025207808","1094118704247209987","30","F","S","S","S","S","F","D","",""
"vwvmwnn","3223","5","Will Anthonio Zeppeli","JoJo's Bizarre Adventure","1","Fri, 10 Nov 2023 09:55:49 GMT","1699610149231","32","","","","No","No","burn","","19","0","1","353718806025207808","353718806025207808","1094118704247209987","19","F","S","S","S","S","F","D","",""
"vwmctz0","32255","2","Cait Sith","Boarding School Juliet","2","Fri, 10 Nov 2023 09:24:29 GMT","1699608269946","17","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","S","F","D","",""
"vwmxwsj","59234","1","Satsuki Hyoudou","Kaichou wa Maid-sama!","2","Fri, 10 Nov 2023 08:38:50 GMT","1699605530756","8","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","S","F","D","",""
"vwm69dn","35","6","Papi","Monster Musume no Iru Nichijou","1","Fri, 10 Nov 2023 07:46:25 GMT","1699602385124","45","","","","No","No","lownumber","","49","0","1","353718806025207808","353718806025207808","1094118704247209987","28","F","S","S","S","A","F","B","",""
"vwm6smn","59142","1","Principal","Mahou Tsukai Precure!","2","Fri, 10 Nov 2023 07:16:15 GMT","1699600575720","3","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"vwmd2c3","13479","1","Aradanish","Genshin Impact","1","Fri, 10 Nov 2023 05:34:20 GMT","1699594460572","14","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vwmd652","59365","1","Sakuya Aizawa","Hayate the Combat Butler!","2","Fri, 10 Nov 2023 04:38:18 GMT","1699591098055","3","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwm7m7z","22210","2","Miu Imazu","Tsuki ga Kirei","2","Fri, 10 Nov 2023 04:05:02 GMT","1699589102402","19","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","B","F","D","",""
"vwm97tz","58804","1","Grandiga's Emperor","The Price of Smiles","2","Thu, 09 Nov 2023 22:07:47 GMT","1699567667018","2","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwmg7h1","30438","2","Ozen","Made in Abyss","2","Thu, 09 Nov 2023 21:00:11 GMT","1699563611683","39","","","","No","No","","","101","0","2","353718806025207808","353718806025207808","1094118704247209987","23","F","S","S","S","A","F","D","",""
"vwmrxm7","59042","1","Bobby","Pokémon: Black & White","1","Thu, 09 Nov 2023 20:02:20 GMT","1699560140816","1","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"vwmp6h5","3552","5","Rai Nagamori","Those Snow White Notes","2","Thu, 09 Nov 2023 19:08:34 GMT","1699556914119","31","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","18","F","S","S","S","A","F","D","",""
"vwmprvt","213","6","Sucrose","Genshin Impact","2","Thu, 09 Nov 2023 18:12:10 GMT","1699553530621","92","","","","No","No","lownumber","","218","0","2","353718806025207808","353718806025207808","1094118704247209987","51","F","S","S","S","A","F","D","",""
"vwm4b83","59099","1","Mo Qingxian","Vocaloid China Project Senden Animation","3","Thu, 09 Nov 2023 17:39:23 GMT","1699551563004","18","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"vwm1prd","3388","5","Mai Hazakura","Date a Live","2","Thu, 09 Nov 2023 15:42:32 GMT","1699544552449","46","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","24","F","S","S","S","C","F","D","",""
"vwm132d","1885","1","Courage","The Alchemist Code","4","Thu, 09 Nov 2023 15:06:56 GMT","1699542416360","132","","","","No","No","burn","","1","0","4","353718806025207808","353718806025207808","1094118704247209987","70","F","S","S","S","B","F","D","",""
"vwmn9w3","34104","2","Schmelman Bach","Plunderer","2","Thu, 09 Nov 2023 14:26:42 GMT","1699540002597","25","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","14","F","S","S","S","S","F","D","",""
"vwm15ck","9588","4","Neco-Arc Bubbles","Carnival Phantasm","2","Thu, 09 Nov 2023 13:52:30 GMT","1699537950927","50","","","","No","No","burn","","44","0","2","353718806025207808","353718806025207808","1094118704247209987","28","F","S","S","S","A","F","D","",""
"vwmjrnd","59004","1","Youta","Domestic Girlfriend","2","Thu, 09 Nov 2023 13:22:22 GMT","1699536142696","4","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwmb20k","58968","1","Logue","Akame ga Kill!","2","Thu, 09 Nov 2023 11:19:31 GMT","1699528771387","8","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","B","F","D","",""
"vwm577s","59405","1","Maga-Z","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","2","Thu, 09 Nov 2023 10:59:28 GMT","1699527568223","13","","","","No","No","danganronpaextra","","4","0","2","704829674966089730","353718806025207808","648031568756998155","5","F","S","S","F","F","F","D","",""
"vwmb6jk","8139","2","Invertebrate@Akiba","Log Horizon 2","4","Thu, 09 Nov 2023 10:49:00 GMT","1699526940769","62","","","","No","No","burn","","0","0","4","353718806025207808","353718806025207808","1094118704247209987","36","F","S","S","S","S","F","D","",""
"vwmbr8d","53960","1","Otama","Urusei Yatsura","0","Thu, 09 Nov 2023 10:09:11 GMT","1699524551571","1","","","","No","No","burn","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"vwm579k","19545","3","Ivan Goncharov","Bungou Stray Dogs 3rd Season","1","Thu, 09 Nov 2023 09:36:52 GMT","1699522612761","16","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"vwm5l4s","35155","2","Melromarc Knights Vice-Captain","The Rising of the Shield Hero","3","Thu, 09 Nov 2023 09:06:43 GMT","1699520803287","40","","","","No","No","burn","","0","0","3","353718806025207808","353718806025207808","1094118704247209987","23","F","S","S","S","A","F","D","",""
"vwm5747","59246","1","Akari Kamigishi","To Heart","2","Thu, 09 Nov 2023 08:31:36 GMT","1699518696295","3","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"vwm5ph1","58982","1","Purin","Hamtaro Movie 3: Ham Ham Gran Prix Aurora Tani no Kiseki: Ribbon-chan Kiki Ippatsu","0","Thu, 09 Nov 2023 08:01:28 GMT","1699516888311","1","","","","No","No","burn","","2","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"vwm5h4d","59315","1","Boo","One Piece","1","Thu, 09 Nov 2023 07:31:26 GMT","1699515086564","4","","","","No","No","anime","","0","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","C","F","D","",""
"v2c6p2x","58793","1","Vector","Inazuma Eleven x Despicable Me","2","Wed, 08 Nov 2023 20:32:28 GMT","1699475548636","44","","","","No","No","movie","","70","0","2","353718806025207808","353718806025207808","1094118704247209987","24","F","S","S","S","A","F","D","",""
"v2cx497","744","4","Fu Xuan","Honkai: Star Rail","2","Wed, 08 Nov 2023 20:01:47 GMT","1699473707528","92","","","","No","No","lownumber","","299","0","2","353718806025207808","353718806025207808","1094118704247209987","50","F","S","S","S","A","F","D","",""
"v2csz9v","54124","1","Princess Rona","Kirby: Right Back at Ya!","1","Wed, 08 Nov 2023 19:13:37 GMT","1699470817327","2","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","F","F","D","",""
