"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"thwf7m","8929","3","Kaede Akamatsu","Danganronpa V3: Killing Harmony","4","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","284","","","","No","No","danganronpa","","85","0","0","341369038355693568","341369038355693568","486643727540944918","121","F","F","F","F","A","F","C","",""
"vmtpl3k","547","5","Shuichi Saihara","Danganronpa V3: Killing Harmony","4","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","299","","","","No","No","danganronpa","","160","0","3","341369038355693568","341369038355693568","499374954307911680","178","F","A","F","F","S","F","A","Sat, 25 Nov 2023 02:14:53 GMT","1700878493434"
"cw070f","11207","2","Nekomaru Nidai","Danganronpa 2: Goodbye Despair","3","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","83","","","","No","No","danganronpa","","13","0","3","341369038355693568","341369038355693568","499374954307911680","44","F","S","F","F","A","F","C","",""
"tfwrmm","14796","1","Peko Pekoyama","Danganronpa 2: Goodbye Despair","1","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","25","","","","No","No","danganronpa","","33","0","1","341369038355693568","341369038355693568","974492050869321749","13","F","S","F","F","S","F","D","",""
"ggjzqv","13366","1","Hajime Hinata","Danganronpa 2: Goodbye Despair","2","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","59","","","","No","No","danganronpa","","101","0","1","341369038355693568","341369038355693568","928404480893001758","29","F","A","F","F","S","F","D","",""
"vmh0k2p","12267","3","Kiibo","Danganronpa V3: Killing Harmony","3","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","124","","","","No","No","danganronpa","","50","0","3","341369038355693568","341369038355693568","499374954307911680","64","F","S","F","F","S","F","D","",""
"885lgv","20363","2","Akane Owari","Danganronpa 2: Goodbye Despair","2","Sat, 05 Aug 2023 19:08:52 GMT","1691262532379","53","","","","No","No","danganronpa","","29","0","2","341369038355693568","341369038355693568","486643727540944918","26","F","S","F","F","F","F","C","",""
"vq6mxh4","13234","3","Kagome Higurashi","InuYasha","1","Sat, 05 Aug 2023 17:33:17 GMT","1691256797709","34","","","","No","No","bignumber","","119","0","1","353718806025207808","353718806025207808","876904008319643699","20","F","S","S","S","S","F","D","",""
"vqxz77j","9166","4","Gunter","Fire Emblem Fates","2","Fri, 04 Aug 2023 21:29:42 GMT","1691184582903","28","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","B","F","D","",""
"vqxb5zw","5832","3","Merric","Fire Emblem: Shadow Dragon and the Blade of Light","1","Fri, 04 Aug 2023 16:20:59 GMT","1691166059039","13","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","5","F","S","S","S","A","F","D","",""
"vqxkrqz","31965","2","Nene","Mewkledreamy","4","Fri, 04 Aug 2023 14:53:36 GMT","1691160816496","103","","","","No","No","pink","","3","0","4","542023917049610241","353718806025207808","648031568756998155","49","F","S","S","F","F","F","D","",""
"vqxkwgm","16844","1","Wendell","Fire Emblem: Shadow Dragon and the Blade of Light","2","Fri, 04 Aug 2023 14:05:37 GMT","1691157937379","7","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","B","F","D","",""
"vqstwkx","55685","1","Lotta Hart","Ace Attorney","2","Thu, 03 Aug 2023 22:40:53 GMT","1691102453684","5","","","","No","No","game","","2","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"vqsg6xs","44924","1","Opportunistic Bacteria","Cells at Work!","2","Thu, 03 Aug 2023 17:19:18 GMT","1691083158960","9","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"vqsg5c8","53368","1","Lampent","Pokémon: Black & White","1","Thu, 03 Aug 2023 16:49:12 GMT","1691081352306","7","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"vqsrpf2","55719","1","Masuzu Natsukawa","Ore no Kanojo to Osananajimi ga Shuraba Sugiru","2","Thu, 03 Aug 2023 14:57:46 GMT","1691074666505","22","","","","No","No","watchlist","","16","0","2","821728217186435124","353718806025207808","648031568756998155","13","F","S","S","F","A","F","D","",""
"vqd6p1p","20901","2","Gonta Gokuhara","Danganronpa V3: Killing Harmony","1","Wed, 02 Aug 2023 18:43:45 GMT","1691001825734","27","","","","No","No","danganronpaextra","","34","0","1","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","S","F","D","",""
"vqddpll","31809","2","Itona Horibe","Assassination Classroom","2","Wed, 02 Aug 2023 16:14:11 GMT","1690992851974","46","","","","No","No","anime","","9","0","2","136494454419750912","353718806025207808","876904008319643699","24","F","S","S","F","S","F","D","",""
"vqts3kt","55697","1","Maga-Z","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","2","Wed, 02 Aug 2023 12:32:39 GMT","1690979559454","13","","","","No","No","danganronpa","","4","0","2","639336810266361857","405795845443682317","648031568756998155","6","F","S","F","F","A","F","D","",""
"vqdg0st","51182","1","Kiriko Nishizawa","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","3","Wed, 02 Aug 2023 12:24:08 GMT","1690979048071","50","","","","No","No","danganronpa","","1","0","3","354656316691709952","405795845443682317","648031568756998155","25","F","S","F","F","B","F","D","",""
"vqt169k","13662","3","Sayaka Maizono","Danganronpa: The Animation","2","Wed, 02 Aug 2023 12:24:08 GMT","1690979048071","65","","","","No","No","danganronpaextra","","46","0","2","405795845443682317","405795845443682317","876904008319643699","31","F","S","F","F","S","F","D","",""
"vqd82wd","49092","1","Kasumi","Senran Kagura: New Wave","0","Wed, 02 Aug 2023 11:37:14 GMT","1690976234488","6","","","","No","No","hot","","1","0","0","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"vqdrxd6","12900","3","Kiryu Coco","Hololive: Holo no Graffiti","1","Wed, 02 Aug 2023 04:21:03 GMT","1690950063405","39","","","","No","No","bignumber","","184","0","1","353718806025207808","353718806025207808","876904008319643699","21","F","S","S","S","B","F","D","",""
"vqd49vg","11053","1","Beaver","Words Bubble Up Like Soda Pop","2","Wed, 02 Aug 2023 02:33:12 GMT","1690943592966","7","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"vqd4n64","204","1","Cow Ace Maid","Akiba Maid War","2","Wed, 02 Aug 2023 02:01:50 GMT","1690941710718","19","","","","No","No","lownumber","","1","0","2","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","A","F","A","",""
"vqdzx2d","55757","1","Kanon Otosaki","Tribe Cool Crew","3","Wed, 02 Aug 2023 01:05:32 GMT","1690938332446","4","","","","No","No","pink","","0","0","3","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"vqdz8pd","1769","1","Aki","Neural Cloud","2","Tue, 01 Aug 2023 23:56:04 GMT","1690934164302","38","","","","No","No","pidge","","71","0","2","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","A","F","D","",""
"vq7fc6m","20590","2","Cattleya Baudelaire","Violet Evergarden","2","Mon, 31 Jul 2023 22:43:57 GMT","1690843437031","49","","","","No","No","anime","","29","0","2","136494454419750912","353718806025207808","876904008319643699","21","F","S","S","F","F","F","D","",""
"vq79dz9","55681","1","Man","Anohana: The Flower We Saw That Day","2","Mon, 31 Jul 2023 22:29:22 GMT","1690842562288","3","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"vq75zbt","7946","4","Lambdadelta","Umineko: When They Cry","2","Mon, 31 Jul 2023 11:05:40 GMT","1690801540866","49","","","","No","No","pink","","27","0","2","224035959300292608","353718806025207808","876904008319643699","23","F","S","S","F","D","F","D","",""
"vq7k2m5","18038","3","Pinky","Wonder Egg Priority","2","Mon, 31 Jul 2023 08:44:56 GMT","1690793096172","30","","","","No","No","pink","","1","0","2","353718806025207808","353718806025207808","876904008319643699","19","F","S","S","S","S","F","D","",""
"vqtl270","44282","1","Train Demon B","Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train","2","Sun, 30 Jul 2023 14:37:17 GMT","1690727837334","18","","","","No","No","boobamerchant","","1","0","2","353718806025207808","353718806025207808","876904008319643699","13","F","S","S","S","S","F","D","",""
"vqt3j3v","12467","3","Kenji Sakurai","Darker than Black","2","Sun, 30 Jul 2023 08:46:04 GMT","1690706764152","16","","","","No","No","boobamerchant","","0","0","2","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","A","F","D","",""
"vqtp192","16452","1","Wallace","Fire Emblem: The Blazing Blade","3","Sun, 30 Jul 2023 07:43:18 GMT","1690702998058","18","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","13","F","S","S","S","S","F","D","",""
"vqt4q5q","55277","1","Zebro","Hunter x Hunter","3","Sun, 30 Jul 2023 04:48:53 GMT","1690692533227","15","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","S","F","D","",""
"szsjrh","43624","1","Cham-P","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","1","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","6","","","","No","No","danganronpa","","7","0","0","","366008932604313610","707823808089817128","4","F","A","F","F","F","F","C","",""
"c6zg8r","17240","2","Izuru Kamukura","Danganronpa 2: Goodbye Despair","4","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","256","","","","No","No","danganronpaextra","","48","0","4","366008932604313610","366008932604313610","707823808089817128","126","F","S","F","F","A","F","D","",""
"vql121v","55021","1","Monosuke","Danganronpa V3: Killing Harmony","1","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","12","","","","No","No","danganronpaextra","","1","0","1","366008932604313610","366008932604313610","707823808089817128","5","F","S","F","F","B","F","D","",""
"vq4v2pp","31514","2","Ruruka Andou","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","1","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","17","","","","No","No","danganronpa","","3","0","0","366008932604313610","366008932604313610","707823808089817128","6","F","A","F","F","B","F","D","",""
"vv40ntf","15376","1","Makoto Naegi","Danganronpa: The Animation","4","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","255","","","","No","No","danganronpa","","90","0","2","555276393768812574","366008932604313610","648031568756998155","111","F","B","F","F","S","F","D","",""
"v072k63","22194","1","Mondo Oowada","Danganronpa: The Animation","4","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","162","","","","No","No","danganronpa","","29","0","4","537283916315361290","366008932604313610","648031568756998155","70","F","S","F","F","F","F","D","",""
"ccl87v","22085","2","Chisa Yukizome","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","3","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","86","","","","No","No","danganronpa","","7","0","3","366008932604313610","366008932604313610","707823808089817128","46","F","S","F","F","A","F","D","",""
"cthj1b","15010","2","Shuichi Saihara","Danganronpa V3: Killing Harmony","1","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","37","","","","No","No","danganronpa","","160","0","1","366008932604313610","366008932604313610","707823808089817128","18","F","S","F","F","S","F","D","",""
"v0t4nmw","7516","4","Sayaka Maizono","Danganronpa: The Animation","2","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","67","","","","No","No","danganronpaextra","","46","0","2","366008932604313610","366008932604313610","1114545342059384875","34","F","S","F","F","S","F","D","",""
"xwj2gx","24910","2","Tenko Chabashira","Danganronpa V3: Killing Harmony","2","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","52","","","","No","No","danganronpa","","12","0","2","366008932604313610","366008932604313610","707823808089817128","29","F","S","F","F","S","F","C","",""
"6gnjj2","26127","2","Ryoma Hoshi","Danganronpa V3: Killing Harmony","2","Sun, 30 Jul 2023 01:55:48 GMT","1690682148071","35","","","","No","No","danganronpaextra","","12","0","2","366008932604313610","366008932604313610","707823808089817128","19","F","S","F","F","S","F","D","",""
"62gxx9","4403","4","Mikan Tsumiki","Danganronpa 2: Goodbye Despair","4","Sat, 29 Jul 2023 20:10:17 GMT","1690661417801","293","","","","No","No","danganronpa","","145","0","2","677576133583306772","677576133583306772","826472285120364564","140","F","B","F","F","B","F","C","",""
"vq9g8sv","19307","2","Aoi Asahina","Danganronpa: The Animation","2","Sat, 29 Jul 2023 20:10:17 GMT","1690661417801","58","","","","No","No","danganronpa","","48","0","2","677576133583306772","677576133583306772","963646054056738826","29","F","S","F","F","A","F","D","",""
"vqt0ndn","53896","1","Bukkororii","KonoSuba: God's blessing on this wonderful world! Legend of Crimson","2","Sat, 29 Jul 2023 15:58:13 GMT","1690646293560","6","","","","No","No","anime","","0","0","2","405795845443682317","353718806025207808","876904008319643699","4","F","S","S","F","B","F","D","",""
"v084vzt","16471","3","Peko Pekoyama","Danganronpa 2: Goodbye Despair","2","Sat, 29 Jul 2023 15:43:08 GMT","1690645388230","59","","","","No","No","danganronpaextra","","33","0","2","","768668052366819339","817064523117625375","29","F","S","F","F","A","F","D","",""
"v0l91mn","6966","4","Kyouko Kirigiri","Danganronpa: The Animation","4","Sat, 29 Jul 2023 15:37:35 GMT","1690645055581","336","","","","No","No","danganronpa","","408","0","0","557086605115129868","557086605115129868","973402343989186602","130","F","F","F","F","A","F","D","",""
"vqqcxtg","12051","3","Monokuma","Danganronpa: The Animation","2","Sat, 29 Jul 2023 15:18:12 GMT","1690643892861","75","","","","No","No","danganronpa","","116","0","2","822289579724767253","822289579724767253","961110612409208953","38","F","S","F","F","A","F","D","",""
"vqt059r","55300","1","Mizuki Himeji","Baka and Test - Summon the Beasts","2","Sat, 29 Jul 2023 15:16:55 GMT","1690643815113","13","","","","No","No","pink","","4","0","2","254427524501733389","353718806025207808","876904008319643699","5","F","S","S","F","C","F","D","",""
"vqt0qlv","2194","5","Shigeo Kageyama","Mob Psycho 100","0","Sat, 29 Jul 2023 15:01:40 GMT","1690642900601","21","","","","No","No","bignumber","","871","0","0","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","S","F","C","",""
"vqtm817","948","3","Drake","Nikke: Goddess of Victory","2","Sat, 29 Jul 2023 14:00:39 GMT","1690639239671","61","","","","No","No","lownumber","","20","0","2","353718806025207808","353718806025207808","876904008319643699","39","F","S","S","S","S","F","C","",""
"v0hvs44","13181","3","Kyouko Kirigiri","Danganronpa: The Animation","3","Sat, 29 Jul 2023 13:32:58 GMT","1690637578515","166","","","","No","No","danganronpa","","408","0","3","863525762049376287","863525762049376287","748917809995841666","84","F","S","F","F","A","F","D","",""
"8j0wkm","13939","1","Rantaro Amami","Danganronpa V3: Killing Harmony","3","Sat, 29 Jul 2023 13:15:07 GMT","1690636507103","127","","","","No","No","danganronpa","","91","0","3","256133195739824129","690137525758722117","952908606104281108","56","F","S","F","F","F","F","D","",""
"vq8cw7j","7859","4","Archer","Fate/stay night","3","Sat, 29 Jul 2023 13:03:53 GMT","1690635833785","149","","","","No","No","bignumber","","155","0","3","353718806025207808","353718806025207808","876904008319643699","84","F","S","S","S","S","F","D","",""
"vq8cv9z","26127","1","Angela","Jewelpet Sunshine","2","Sat, 29 Jul 2023 11:14:52 GMT","1690629292942","9","","","","No","No","pink","","1","1","2","1113122339622760458","353718806025207808","648031568756998155","4","F","S","S","F","S","D","D","",""
"vq86333","44216","1","Ecolo","Puyo Puyo 7","4","Sat, 29 Jul 2023 10:58:25 GMT","1690628305024","24","","","","No","No","game","","1","0","4","721512785179312189","353718806025207808","648031568756998155","13","F","S","S","F","B","F","D","",""
"vq8xx9q","13271","3","Klein","Sword Art Online","3","Sat, 29 Jul 2023 10:44:27 GMT","1690627467973","111","","","","No","No","anime","","41","0","3","353718806025207808","353718806025207808","876904008319643699","64","F","S","S","S","S","F","D","",""
"vq8xvk9","50495","1","Music Teacher","A Silent Voice","1","Sat, 29 Jul 2023 08:31:50 GMT","1690619510169","6","","","","No","No","anime","","1","0","1","960543104186875904","353718806025207808","648031568756998155","4","F","S","S","F","S","F","D","",""
"vq8dkl6","44061","1","Ex","Puyo Puyo Tetris","0","Sat, 29 Jul 2023 07:25:01 GMT","1690615501374","1","","","","No","No","game","","2","0","0","358514573386579968","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"vq8st2w","53260","1","Sewaddle","Pokémon: Black & White","2","Sat, 29 Jul 2023 07:10:42 GMT","1690614642864","13","","","","No","No","game","","1","0","2","789800800221790208","353718806025207808","648031568756998155","5","F","S","S","F","B","F","D","",""
"vq8d57l","55569","1","Gumi's Friend","40meterP – Crouching Start","3","Sat, 29 Jul 2023 06:24:14 GMT","1690611854180","6","","","","No","No","music","","1","0","3","689575861598552064","353718806025207808","648031568756998155","4","F","S","S","F","A","F","D","",""
"vq87fhn","17993","3","Junpei Hyuuga","Kuroko's Basketball","0","Sat, 29 Jul 2023 05:04:41 GMT","1690607081471","9","","","","No","No","anime","","8","1","0","965611008439758868","353718806025207808","648031568756998155","4","F","S","S","F","A","D","D","",""
"vv1r3h6","51965","1","Kotoko Utsugi","Danganronpa Another Episode: Ultra Despair Girls","4","Sat, 29 Jul 2023 00:40:48 GMT","1690591248597","148","","","","No","No","danganronpa","","12","0","4","621444029766303774","621444029766303774","1038591794360877166","74","F","S","F","F","A","F","D","",""
"vqbxfx8","31993","2","Sakura Oogami","Danganronpa: The Animation","2","Sat, 29 Jul 2023 00:40:48 GMT","1690591248597","44","","","","No","No","danganronpa","","20","0","2","","621444029766303774","855499375405301790","19","F","S","F","F","F","F","D","",""
"vq0zn47","16346","2","Miu Iruma","Danganronpa V3: Killing Harmony","4","Sat, 29 Jul 2023 00:40:48 GMT","1690591248597","311","","","","No","No","danganronpa","","170","0","4","621444029766303774","621444029766303774","727898987285315736","153","F","S","F","F","S","F","D","",""
"6vcnpl","14750","1","Kokichi Ouma","Danganronpa V3: Killing Harmony","3","Sat, 29 Jul 2023 00:40:48 GMT","1690591248597","148","","","","No","No","danganronpa","","336","0","3","405643882769154048","621444029766303774","1038591794360877166","70","F","S","F","F","B","F","D","",""
"vq8b7vd","16681","1","Shinku Nilvaren","No Game No Life: Zero","2","Fri, 28 Jul 2023 13:24:16 GMT","1690550656181","29","","","","No","No","anime","","4","0","2","","353718806025207808","648031568756998155","14","F","S","S","F","B","F","D","",""
"vq85v27","54307","1","Izaya Shidou","Darwin's Game","0","Fri, 28 Jul 2023 11:15:32 GMT","1690542932846","1","","","","No","No","anime","","1","0","0","216673560150802432","353718806025207808","648031568756998155","0","F","S","S","F","B","F","D","",""
"tsr49l","9302","3","Shuichi Saihara","Danganronpa V3: Killing Harmony","4","Fri, 28 Jul 2023 08:44:12 GMT","1690533852022","289","","","","No","No","danganronpa","","160","0","1","934638911651713065","934638911651713065","896421078065381417","129","F","C","F","F","A","F","C","",""
"xvs5xr","10937","3","Nagito Komaeda","Danganronpa 2: Goodbye Despair","3","Fri, 28 Jul 2023 08:44:12 GMT","1690533852022","167","","","","No","No","danganronpa","","429","0","3","","881555201650196490","887306219889500180","78","F","S","F","F","F","F","D","",""
"7hjvt7","14726","2","Byakuya Togami","Danganronpa: The Animation","2","Fri, 28 Jul 2023 08:35:08 GMT","1690533308487","70","","","","No","No","danganronpa","","93","0","1","795733367999168522","795733367999168522","634729972044660746","36","F","A","F","F","S","F","D","",""
"g9zqd2","5193","3","Makoto Naegi","Danganronpa: The Animation","4","Fri, 28 Jul 2023 07:39:49 GMT","1690529989355","287","","","","No","No","danganronpa","","90","0","2","700584348541255740","700584348541255740","879079082447470703","151","F","B","F","F","S","F","B","",""
"r9x2fv","3946","3","Gundham Tanaka","Danganronpa 2: Goodbye Despair","4","Fri, 28 Jul 2023 07:39:49 GMT","1690529989355","254","","","","No","No","danganronpa","","112","0","0","700584348541255740","700584348541255740","879079082447470703","123","F","F","F","F","A","F","B","",""
"3jr6xk","4558","3","Junko Enoshima","Danganronpa: The Animation","4","Fri, 28 Jul 2023 07:39:49 GMT","1690529989355","333","","","","No","No","danganronpa","","273","0","2","700584348541255740","700584348541255740","879079082447470703","178","F","B","F","F","S","F","B","",""
"g65bfh","11597","2","Nagito Komaeda","Danganronpa 2: Goodbye Despair","2","Fri, 28 Jul 2023 07:39:49 GMT","1690529989355","82","","","","No","No","danganronpa","","429","0","2","700584348541255740","700584348541255740","879079082447470703","43","F","S","F","F","A","F","C","",""
"vq9rg60","2533","5","Monokuma","Danganronpa: The Animation","4","Fri, 28 Jul 2023 07:15:58 GMT","1690528558407","322","","","","No","No","danganronpa","","116","0","1","149243694661238784","525176422260539392","1098796316974395475","126","F","C","F","F","F","F","C","",""
"vq8mfx7","32134","2","Kouichi Kizakura","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","3","Fri, 28 Jul 2023 03:31:55 GMT","1690515115714","60","","","","No","No","danganronpaextra","","3","0","3","601554691473670154","405795845443682317","648031568756998155","30","F","S","F","F","S","F","D","",""
"vqlx71g","55547","1","Jataro Kemuri","Danganronpa Another Episode: Ultra Despair Girls","4","Fri, 28 Jul 2023 03:31:55 GMT","1690515115714","59","","","","No","No","danganronpa","","4","0","4","595415603674742784","405795845443682317","648031568756998155","29","F","S","F","F","A","F","D","",""
"vqpdh0x","2392","5","Rantaro Amami","Danganronpa V3: Killing Harmony","4","Fri, 28 Jul 2023 01:21:47 GMT","1690507307313","279","","","","No","No","danganronpa","","91","2","4","","615113975125901314","1004277805950980106","153","F","S","F","F","B","C","C","",""
"vql6c9n","54379","1","Monokid","Danganronpa V3: Killing Harmony","1","Fri, 28 Jul 2023 00:51:48 GMT","1690505508911","13","","","","No","No","danganronpaextra","","6","0","1","254427524501733389","224035959300292608","876904008319643699","5","F","S","F","F","F","F","D","",""
"vql6k20","55066","1","Curtis Wolne","Black Clover","2","Thu, 27 Jul 2023 22:02:55 GMT","1690495375453","8","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v0q80px","6442","4","Rantaro Amami","Danganronpa V3: Killing Harmony","2","Thu, 27 Jul 2023 12:18:10 GMT","1690460290498","65","","","","No","No","danganronpaextra","","91","0","2","765713439796494387","765713439796494387","875767266275360788","34","F","S","F","F","S","F","D","",""
"vql30cr","55234","1","Masaru Daimon","Danganronpa Another Episode: Ultra Despair Girls","2","Thu, 27 Jul 2023 11:51:45 GMT","1690458705720","21","","","","No","No","danganronpa","","5","0","2","1067459767729131600","353718806025207808","648031568756998155","11","F","S","S","F","S","F","D","",""
"vqnmxzz","1690","5","Maki Harukawa","Danganronpa V3: Killing Harmony","1","Thu, 27 Jul 2023 10:10:06 GMT","1690452606521","36","","","","No","No","danganronpaextra","","83","0","0","147378280616427520","147378280616427520","408023591037435904","19","F","A","F","F","S","F","C","",""
"vqrmhgb","8372","4","Kaede Akamatsu","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 10:10:06 GMT","1690452606521","295","","","","No","No","danganronpa","","85","0","2","147378280616427520","147378280616427520","408023591037435904","133","F","B","F","F","S","F","D","",""
"vq368jr","31987","2","Angie Yonaga","Danganronpa V3: Killing Harmony","2","Thu, 27 Jul 2023 10:08:46 GMT","1690452526616","52","","","","No","No","danganronpaextra","","18","0","2","327382636488163330","327382636488163330","408023591037435904","28","F","S","F","F","S","F","D","",""
"vmt82p0","11500","3","Mikan Tsumiki","Danganronpa 2: Goodbye Despair","2","Thu, 27 Jul 2023 10:07:26 GMT","1690452446734","76","","","","No","No","danganronpa","","145","0","2","327382636488163330","327382636488163330","786066727527120907","34","F","S","F","F","F","F","D","",""
"v0q8pnd","6686","4","Celestia Ludenberg","Danganronpa: The Animation","4","Thu, 27 Jul 2023 10:02:14 GMT","1690452134947","313","","","","No","No","danganronpa","","189","1","0","","197429897952493568","947006323042693220","129","F","F","F","F","A","D","D","",""
"vqmgr3z","1891","5","Miu Iruma","Danganronpa V3: Killing Harmony","1","Thu, 27 Jul 2023 10:02:14 GMT","1690452134947","40","","","","No","No","danganronpaextra","","170","1","1","197429897952493568","197429897952493568","947006323042693220","24","F","S","F","F","S","D","C","",""
"v0lb9ff","20268","2","Gonta Gokuhara","Danganronpa V3: Killing Harmony","3","Thu, 27 Jul 2023 09:56:46 GMT","1690451806031","108","","","","No","No","danganronpa","","34","0","3","","407989247895666688","722987601786699788","51","F","S","F","F","B","F","D","",""
"tvn5jm","7877","3","Hajime Hinata","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 09:49:16 GMT","1690451356249","260","","","","No","No","danganronpa","","101","0","3","690137525758722117","690137525758722117","952908606104281108","134","F","A","F","F","A","F","C","",""
"tlkwkj","8769","3","Ibuki Mioda","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 09:49:16 GMT","1690451356249","310","","","","No","No","danganronpa","","149","0","1","964926872385363979","964926872385363979","964928218450763786","141","F","C","F","F","A","F","C","",""
"vqms11w","15561","1","Miu Iruma","Danganronpa V3: Killing Harmony","2","Thu, 27 Jul 2023 09:34:25 GMT","1690450465803","72","","","","No","No","danganronpa","","170","0","2","298267183224455171","366827644735455242","775149168846962688","30","F","S","F","F","F","F","D","",""
"vqrp06j","7441","4","Hajime Hinata","Danganronpa 2: Goodbye Despair","2","Thu, 27 Jul 2023 09:34:25 GMT","1690450465803","69","","","","No","No","danganronpaextra","","101","0","1","366827644735455242","366827644735455242","373094544134111233","31","F","A","F","F","A","F","D","",""
"c7s0gw","12733","3","Kokichi Ouma","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 08:54:16 GMT","1690448056185","319","","","","Yes","No","danganronpa","","336","0","4","746887021624164364","746887021624164364","570050511202418688","160","F","S","F","F","A","F","D","",""
"vqn3v9s","1723","5","Byakuya Togami","Danganronpa: The Animation","4","Thu, 27 Jul 2023 08:42:40 GMT","1690447360056","270","","","","No","No","danganronpaextra","","93","0","4","","1060552807561830460","671108356118806543","135","F","S","F","F","F","F","C","",""
"6dv29m","15855","1","Aoi Asahina","Danganronpa: The Animation","2","Thu, 27 Jul 2023 07:58:14 GMT","1690444694194","52","","","","No","No","danganronpa","","48","0","2","1046003003045453865","1046003003045453865","829652213206482974","26","F","S","F","F","B","F","D","",""
"vqhpl0d","1601","5","Sayaka Maizono","Danganronpa: The Animation","4","Thu, 27 Jul 2023 07:58:14 GMT","1690444694194","289","","","","No","No","danganronpa","","46","0","3","890239360618864640","890239360618864640","747497293514670133","154","F","A","F","F","S","F","C","",""
"vqg9n9g","13777","3","Kazuichi Souda","Danganronpa 2: Goodbye Despair","2","Thu, 27 Jul 2023 07:55:22 GMT","1690444522470","60","","","","No","No","danganronpa","","49","0","2","890239360618864640","829647828900905000","829652213206482974","26","F","S","F","F","F","F","D","",""
"vq1fhbg","17107","1","Gonta Gokuhara","Danganronpa V3: Killing Harmony","1","Thu, 27 Jul 2023 07:52:52 GMT","1690444372221","22","","","","No","No","danganronpa","","34","2","1","714056836097114113","746654455025631263","648031568756998155","13","F","S","F","F","A","C","D","",""
"vqjl13r","7925","4","Kaito Momota","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 07:52:52 GMT","1690444372221","222","","","","No","No","danganronpa","","50","0","2","186598610845171712","746654455025631263","648031568756998155","101","F","B","F","F","A","F","D","",""
"vq5jwk8","18931","2","Kiyotaka Ishimaru","Danganronpa: The Animation","2","Thu, 27 Jul 2023 07:52:52 GMT","1690444372221","58","","","","No","No","danganronpaextra","","39","2","2","162609587541901312","746654455025631263","648031568756998155","33","F","S","F","F","A","C","D","",""
